X,Graphic Profile 1
0.046842277,9.0759
0.046883295,8.8741
0.046924313,8.6746
0.046965331,8.504
0.047006348,8.5424
0.047047366,8.5707
0.047088384,8.6141
0.047129402,8.6565
0.047170419,8.6575
0.047211437,8.8588
0.047252455,8.8681
0.047293473,8.881
0.04733449,8.8771
0.047375508,9.074
0.047416526,9.0903
0.047457544,9.1117
0.047498561,8.9618
0.047539579,8.782
0.047580597,8.7805
0.047621615,8.8446
0.047662632,9.0634
0.04770365,9.4028
0.047744668,9.7281
0.047785686,10.0198
0.047826704,10.004
0.047867721,9.7885
0.047908739,9.9921
0.047949757,10.3329
0.047990775,10.6525
0.048031792,10.9548
0.04807281,11.1912
0.048113828,11.3729
0.048154846,11.4912
0.048195863,11.5619
0.048236881,11.6417
0.048277899,11.7087
0.048318917,11.755
0.048359934,11.8136
0.048400952,11.8614
0.04844197,11.9319
0.048482988,11.9847
0.048524005,12.0511
0.048565023,12.0444
0.048606041,11.9881
0.048647059,11.9484
0.048688076,11.8689
0.048729094,11.9479
0.048770112,12.0731
0.04881113,12.2181
0.048852147,12.3744
0.048893165,12.5349
0.048934183,12.68
0.048975201,12.7558
0.049016218,12.751
0.049057236,12.7486
0.049098254,12.7019
0.049139272,12.6317
0.049180289,12.5866
0.049221307,12.4969
0.049262325,12.3878
0.049303343,12.2305
0.04934436,12.0621
0.049385378,11.9495
0.049426396,11.8583
0.049467414,11.7685
0.049508432,11.6156
0.049549449,11.5924
0.049590467,11.6936
0.049631485,11.6528
0.049672503,11.6523
0.04971352,11.6598
0.049754538,11.6738
0.049795556,11.6589
0.049836574,11.6474
0.049877591,11.6543
0.049918609,11.6653
0.049959627,11.6821
0.050000645,11.7128
0.050041662,11.7129
0.05008268,11.7391
0.050123698,11.754
0.050164716,11.7569
0.050205733,11.7773
0.050246751,11.7905
0.050287769,11.7711
0.050328787,11.7562
0.050369804,11.7522
0.050410822,11.7455
0.05045184,11.7316
0.050492858,11.698
0.050533875,11.6434
0.050574893,11.5608
0.050615911,11.4948
0.050656929,11.4382
0.050697946,11.3912
0.050738964,11.346
0.050779982,11.3009
0.050821,11.2663
0.050862017,11.2836
0.050903035,11.3224
0.050944053,11.3283
0.050985071,11.3156
0.051026088,11.2422
0.051067106,11.1728
0.051108124,11.182
0.051149142,11.2506
0.05119016,11.2517
0.051231177,11.2904
0.051272195,11.3968
0.051313213,11.3089
0.051354231,11.2236
0.051395248,11.1566
0.051436266,11.1864
0.051477284,11.1782
0.051518302,11.0728
0.051559319,10.9958
0.051600337,11.0007
0.051641355,11.0734
0.051682373,11.0261
0.05172339,11.0475
0.051764408,11.1292
0.051805426,11.1873
0.051846444,11.189
0.051887461,11.1691
0.051928479,11.155
0.051969497,11.1383
0.052010515,11.2163
0.052051532,11.1995
0.05209255,11.0723
0.052133568,10.8815
0.052174586,10.7522
0.052215603,10.416
0.052256621,10.2458
0.052297639,10.2826
0.052338657,10.2562
0.052379674,10.1969
