OBJECTID,ORIG_FID,Id,X_axis,RASTERVALU,Latitude,Longitude,Distance,Elevation
10229,0,0,1076,9.62854,3733975.213,3733975.213,771,9.628540039
10230,0,0,1077,9.5249767,3733973.332,3733973.332,774,9.52497673
10231,0,0,1078,9.5123816,3733971.451,3733971.451,777,9.512381554
10232,0,0,1079,9.504447,3733969.57,3733969.57,780,9.504446983
10233,0,0,1080,9.544735,3733967.273,3733967.273,783,9.544734955
10234,0,0,1081,9.544735,3733964.719,3733964.719,786,9.544734955
10235,0,0,1082,9.6415615,3733962.166,3733962.166,789,9.641561508
10236,0,0,1083,9.6545925,3733959.612,3733959.612,792,9.654592514
10237,0,0,1084,9.5851879,3733957.058,3733957.058,795,9.585187912
10238,0,0,1085,9.5851879,3733954.505,3733954.505,798,9.585187912
10239,0,0,1086,9.6373549,3733951.951,3733951.951,801,9.637354851
10240,0,0,1087,9.6101303,3733949.398,3733949.398,804,9.61013031
10241,0,0,1088,9.6337395,3733946.844,3733946.844,807,9.633739471
10242,0,0,1089,9.6263838,3733944.29,3733944.29,810,9.626383781
10243,0,0,1090,9.6126871,3733941.737,3733941.737,813,9.612687111
10244,0,0,1091,9.6126871,3733939.183,3733939.183,816,9.612687111
10245,0,0,1092,9.6741219,3733936.63,3733936.63,819,9.674121857
10246,0,0,1093,9.6033592,3733934.076,3733934.076,822,9.603359222
10247,0,0,1094,9.6154795,3733931.522,3733931.522,825,9.615479469
10248,0,0,1095,9.5872736,3733928.969,3733928.969,828,9.587273598
10249,0,0,1096,9.5482283,3733926.415,3733926.415,831,9.548228264
10250,0,0,1097,9.5745811,3733923.862,3733923.862,834,9.574581146
10251,0,0,1098,9.6027927,3733921.308,3733921.308,837,9.60279274
10252,0,0,1099,9.7062683,3733918.754,3733918.754,840,9.706268311
10253,0,0,1100,9.6190796,3733916.201,3733916.201,843,9.61907959
10254,0,0,1101,9.6190796,3733913.647,3733913.647,846,9.61907959
10255,0,0,1102,9.6628418,3733911.094,3733911.094,849,9.662841797
10256,0,0,1103,9.6562138,3733908.54,3733908.54,852,9.65621376
10257,0,0,1104,9.6464367,3733905.986,3733905.986,855,9.646436691
10258,0,0,1105,9.7058907,3733903.433,3733903.433,858,9.705890656
10259,0,0,1106,9.7451506,3733900.879,3733900.879,861,9.745150566
10260,0,0,1107,9.6417942,3733898.325,3733898.325,864,9.641794205
10261,0,0,1108,9.645752,3733895.772,3733895.772,867,9.645751953
10262,0,0,1109,9.6227417,3733893.218,3733893.218,870,9.622741699
10263,0,0,1110,9.5271406,3733890.664,3733890.664,873,9.527140617
10264,0,0,1111,9.5271406,3733888.111,3733888.111,876,9.527140617
10265,0,0,1112,9.5666504,3733885.557,3733885.557,879,9.566650391
10266,0,0,1113,9.5769701,3733883.004,3733883.004,882,9.5769701
10267,0,0,1114,9.5532837,3733880.45,3733880.45,885,9.553283691
10268,0,0,1115,9.5916138,3733877.896,3733877.896,888,9.59161377
10269,0,0,1116,9.4086208,3733875.343,3733875.343,891,9.408620834
10270,0,0,1117,9.6890936,3733872.789,3733872.789,894,9.68909359
10271,0,0,1118,9.5896511,3733870.236,3733870.236,897,9.589651108
10272,0,0,1119,9.5600605,3733867.682,3733867.682,900,9.560060501
10273,0,0,1120,9.3224077,3733865.128,3733865.128,903,9.322407722
10274,0,0,1121,9.3224077,3733862.575,3733862.575,906,9.322407722
10275,0,0,1122,9.6149673,3733860.021,3733860.021,909,9.614967346
10276,0,0,1123,9.6404419,3733857.468,3733857.468,912,9.640441895
10277,0,0,1124,9.502409,3733854.914,3733854.914,915,9.502408981
10278,0,0,1125,9.5678711,3733852.36,3733852.36,918,9.567871094
10279,0,0,1126,9.3420677,3733849.807,3733849.807,921,9.342067719
10280,0,0,1127,9.6190186,3733847.253,3733847.253,924,9.619018555
10281,0,0,1128,9.6113281,3733844.7,3733844.7,927,9.611328125
10282,0,0,1129,9.6180096,3733842.146,3733842.146,930,9.618009567
10283,0,0,1130,10.010498,3733839.592,3733839.592,933,10.01049805
10284,0,0,1131,10.010498,3733837.039,3733837.039,936,10.01049805
10285,0,0,1132,9.8530884,3733834.485,3733834.485,939,9.853088379
10286,0,0,1133,9.8464298,3733831.932,3733831.932,942,9.846429825
10287,0,0,1134,9.7366991,3733829.378,3733829.378,945,9.736699104
10288,0,0,1135,9.6451445,3733826.824,3733826.824,948,9.645144463
10289,0,0,1136,9.549798,3733824.271,3733824.271,951,9.549798012
10290,0,0,1137,9.5366192,3733821.717,3733821.717,954,9.536619186
10291,0,0,1138,9.5600262,3733819.164,3733819.164,957,9.560026169
10292,0,0,1139,9.5562239,3733816.61,3733816.61,960,9.556223869
10293,0,0,1140,9.5354872,3733814.056,3733814.056,963,9.535487175
10294,0,0,1141,9.5354872,3733811.503,3733811.503,966,9.535487175
10295,0,0,1142,9.5432854,3733808.949,3733808.949,969,9.54328537
10296,0,0,1143,9.5284786,3733806.396,3733806.396,972,9.528478622
10297,0,0,1144,9.5522604,3733803.842,3733803.842,975,9.552260399
10298,0,0,1145,9.6404858,3733801.288,3733801.288,978,9.640485764
10299,0,0,1146,9.6404858,3733798.735,3733798.735,981,9.640485764
10300,0,0,1147,9.3839712,3733796.181,3733796.181,984,9.383971214
10301,0,0,1148,9.4865723,3733793.628,3733793.628,987,9.486572266
10302,0,0,1149,9.4680176,3733791.074,3733791.074,990,9.468017578
10303,0,0,1150,9.3731689,3733788.52,3733788.52,993,9.373168945
10304,0,0,1151,9.4106445,3733785.967,3733785.967,996,9.410644531
10305,0,0,1152,9.3543091,3733783.413,3733783.413,999,9.354309082
10306,0,0,1153,9.4026489,3733780.859,3733780.859,1002,9.402648926
10307,0,0,1154,9.3960028,3733778.306,3733778.306,1005,9.396002769
10308,0,0,1155,9.2810059,3733775.752,3733775.752,1008,9.281005859
10309,0,0,1156,9.2810059,3733773.198,3733773.198,1011,9.281005859
10310,0,0,1157,9.3954287,3733770.645,3733770.645,1014,9.395428658
10311,0,0,1158,9.2720337,3733768.091,3733768.091,1017,9.272033691
10312,0,0,1159,9.2217407,3733765.538,3733765.538,1020,9.221740723
10313,0,0,1160,9.1723022,3733762.984,3733762.984,1023,9.172302246
10314,0,0,1161,9.182373,3733760.43,3733760.43,1026,9.182373047
10315,0,0,1162,9.1417236,3733757.877,3733757.877,1029,9.141723633
10316,0,0,1163,9.1262207,3733755.323,3733755.323,1032,9.126220703
10317,0,0,1164,9.1055298,3733752.77,3733752.77,1035,9.105529785
10318,0,0,1165,9.1135254,3733750.216,3733750.216,1038,9.113525391
10319,0,0,1166,9.1018066,3733747.662,3733747.662,1041,9.101806641
10320,0,0,1167,8.9602051,3733745.109,3733745.109,1044,8.960205078
10321,0,0,1168,8.9668655,3733742.555,3733742.555,1047,8.96686554
10322,0,0,1169,9.0091553,3733740.002,3733740.002,1050,9.009155273
10323,0,0,1170,9.0091553,3733737.448,3733737.448,1053,9.009155273
10324,0,0,1171,9.0010376,3733734.894,3733734.894,1056,9.001037598
10325,0,0,1172,8.9849243,3733732.341,3733732.341,1059,8.984924316
10326,0,0,1173,8.9777222,3733729.787,3733729.787,1062,8.977722168
10327,0,0,1174,8.9942017,3733727.234,3733727.234,1065,8.99420166
10328,0,0,1175,9.0020752,3733724.68,3733724.68,1068,9.002075195
10329,0,0,1176,9.0020752,3733722.126,3733722.126,1071,9.002075195
10330,0,0,1177,8.9768066,3733719.573,3733719.573,1074,8.976806641
10331,0,0,1178,8.9145498,3733717.019,3733717.019,1077,8.914549828
10332,0,0,1179,8.9669943,3733714.466,3733714.466,1080,8.966994286
10333,0,0,1180,8.9669943,3733711.912,3733711.912,1083,8.966994286
10334,0,0,1181,8.8212891,3733709.358,3733709.358,1086,8.821289063
10335,0,0,1182,8.8279419,3733706.805,3733706.805,1089,8.827941895
10336,0,0,1183,9.0724487,3733704.251,3733704.251,1092,9.07244873
10337,0,0,1184,9.1102209,3733701.698,3733701.698,1095,9.110220909
10338,0,0,1185,9.1641846,3733699.144,3733699.144,1098,9.16418457
10339,0,0,1186,9.3039551,3733696.59,3733696.59,1101,9.303955078
10340,0,0,1187,9.3329391,3733694.037,3733694.037,1104,9.332939148
10341,0,0,1188,9.4502287,3733691.483,3733691.483,1107,9.450228691
10342,0,0,1189,9.2100115,3733688.93,3733688.93,1110,9.210011482
10343,0,0,1190,9.2100115,3733686.376,3733686.376,1113,9.210011482
10344,0,0,1191,8.7774744,3733683.822,3733683.822,1116,8.777474403
10345,0,0,1192,8.7257538,3733681.269,3733681.269,1119,8.725753784
10346,0,0,1193,8.8003197,3733678.715,3733678.715,1122,8.800319672
10347,0,0,1194,8.9620819,3733676.161,3733676.161,1125,8.962081909
10348,0,0,1195,9.0115471,3733673.608,3733673.608,1128,9.011547089
10349,0,0,1196,9.0867023,3733671.054,3733671.054,1131,9.086702347
10350,0,0,1197,9.1185532,3733668.5,3733668.5,1134,9.118553162
10351,0,0,1198,9.1185532,3733665.947,3733665.947,1137,9.118553162
10352,0,0,1199,9.1629658,3733663.393,3733663.393,1140,9.162965775
10353,0,0,1200,9.1629658,3733660.84,3733660.84,1143,9.162965775
10354,0,0,1201,9.195096,3733658.286,3733658.286,1146,9.195096016
10355,0,0,1202,9.187377,3733655.732,3733655.732,1149,9.187376976
10356,0,0,1203,9.1586714,3733653.179,3733653.179,1152,9.158671379
10357,0,0,1204,9.1443415,3733650.625,3733650.625,1155,9.144341469
10358,0,0,1205,9.1253386,3733648.072,3733648.072,1158,9.125338554
